11062_4|-0.538400 -0.130651 -0.150352 0.189752 -0.306509 0.246685 -0.229066 -0.397184 0.254619 -0.222460 0.173607 0.134456 -0.064917 -0.080197 0.838602 0.138536 -0.209641 0.080132 -0.201612 -0.012644 0.154612 -0.121756 -0.382037 -0.318844 0.273051 0.262522 0.540458 -0.423843 -0.369250 -0.084656 -0.254677 -0.138148 0.179546 -0.073500 0.127934 0.004688 0.292729 0.367034 -0.171489 -0.312236 -0.240725 0.122395 -0.069508 0.323465 -0.465351 -0.387793 -0.065660 -0.072080 0.132214 -0.769685 -0.141366 -0.333704 0.435269 -0.071075 0.223336 0.115722 0.166121 -0.477831 -0.248392 0.826372 0.192549 -0.295231 -0.070000 -0.289931|1
11934_4|-0.556182 -0.134404 -0.156669 0.175707 -0.315770 0.249255 -0.230535 -0.396759 0.255907 -0.216026 0.176580 0.138362 -0.068506 -0.079654 0.836357 0.140195 -0.212646 0.079754 -0.195620 -0.014423 0.161590 -0.132404 -0.387496 -0.332480 0.269240 0.280226 0.551404 -0.419139 -0.370908 -0.092100 -0.261034 -0.133189 0.168543 -0.078293 0.140766 0.007054 0.308449 0.358726 -0.180075 -0.321133 -0.243307 0.123393 -0.059191 0.309794 -0.468756 -0.389491 -0.056488 -0.066017 0.131325 -0.768112 -0.145426 -0.337585 0.426140 -0.072628 0.237534 0.109686 0.169305 -0.471617 -0.255817 0.838125 0.181750 -0.299652 -0.065648 -0.285198|1
18541_4|-0.552988 -0.146300 -0.159546 0.181511 -0.323781 0.238513 -0.228093 -0.412919 0.258223 -0.229863 0.180624 0.139099 -0.075904 -0.081069 0.851036 0.138213 -0.217453 0.087476 -0.206605 -0.003033 0.147495 -0.129322 -0.400454 -0.335286 0.274826 0.274885 0.553256 -0.430689 -0.368324 -0.087602 -0.256841 -0.138374 0.179618 -0.079144 0.128692 -0.005783 0.309800 0.374391 -0.179798 -0.321979 -0.233669 0.113275 -0.073023 0.316943 -0.463894 -0.397208 -0.074308 -0.068233 0.143432 -0.779874 -0.145173 -0.324256 0.439616 -0.061826 0.227714 0.117180 0.171711 -0.484897 -0.265254 0.832503 0.190509 -0.300059 -0.066641 -0.293116|1
7016_4|-0.579818 -0.140298 -0.174446 0.198313 -0.342959 0.266303 -0.237019 -0.419530 0.279679 -0.243694 0.203562 0.152838 -0.068250 -0.085727 0.888177 0.159773 -0.214236 0.080888 -0.218081 -0.002726 0.171084 -0.131163 -0.408997 -0.359835 0.278023 0.289408 0.589278 -0.449531 -0.404654 -0.107312 -0.266559 -0.142547 0.181338 -0.078664 0.133902 -0.001699 0.312807 0.395727 -0.195006 -0.339541 -0.243927 0.121048 -0.075344 0.344565 -0.493062 -0.411534 -0.059138 -0.069657 0.145056 -0.825325 -0.152487 -0.353675 0.457431 -0.077510 0.233336 0.127582 0.186253 -0.508922 -0.263474 0.880695 0.210961 -0.312982 -0.073574 -0.307773|0
21410_4|-0.550783 -0.137814 -0.160603 0.179001 -0.329544 0.246777 -0.216129 -0.401931 0.269635 -0.226405 0.171093 0.129806 -0.075728 -0.080703 0.843521 0.128862 -0.206697 0.083638 -0.192625 -0.004940 0.150477 -0.126620 -0.388060 -0.327185 0.266749 0.277635 0.552229 -0.427252 -0.368115 -0.089272 -0.248899 -0.145221 0.166500 -0.068769 0.124744 -0.007795 0.309259 0.374587 -0.180404 -0.310429 -0.238940 0.124470 -0.059423 0.321829 -0.463251 -0.395724 -0.057165 -0.061489 0.141847 -0.774080 -0.144221 -0.333400 0.428570 -0.074724 0.234044 0.122686 0.173561 -0.481265 -0.256238 0.829077 0.184606 -0.298812 -0.061750 -0.287951|0
6877_4|-0.538518 -0.140520 -0.159094 0.176445 -0.317378 0.244569 -0.212980 -0.389246 0.251860 -0.217854 0.172360 0.129949 -0.064987 -0.088453 0.824212 0.127777 -0.207240 0.078944 -0.186211 0.000248 0.145164 -0.115847 -0.378479 -0.331556 0.269489 0.259549 0.535688 -0.415540 -0.363498 -0.096451 -0.250696 -0.133493 0.170375 -0.076320 0.136733 0.003250 0.289123 0.354148 -0.164851 -0.313240 -0.223250 0.115966 -0.071702 0.320194 -0.450685 -0.378294 -0.067357 -0.073446 0.133677 -0.748231 -0.148218 -0.318764 0.420228 -0.070417 0.224568 0.125204 0.169864 -0.461959 -0.243251 0.821393 0.184735 -0.275300 -0.061959 -0.289501|1
1711_4|-0.522682 -0.130776 -0.147806 0.165602 -0.304227 0.224307 -0.210209 -0.381702 0.250932 -0.204042 0.160236 0.129125 -0.069130 -0.070703 0.779741 0.127042 -0.195062 0.074150 -0.184700 -0.006943 0.135175 -0.120571 -0.363739 -0.317548 0.253805 0.256935 0.524961 -0.394468 -0.350814 -0.077775 -0.238425 -0.122242 0.155225 -0.061808 0.131561 -0.003454 0.280151 0.338830 -0.163174 -0.295827 -0.220269 0.113040 -0.069491 0.305677 -0.444913 -0.367749 -0.066556 -0.064488 0.136309 -0.729336 -0.133010 -0.298049 0.399551 -0.071934 0.221991 0.103372 0.162670 -0.454509 -0.245534 0.774199 0.176873 -0.281438 -0.059346 -0.264542|1
557_4|-0.517184 -0.137853 -0.150156 0.177823 -0.297538 0.226971 -0.214933 -0.378268 0.258209 -0.207103 0.175397 0.125379 -0.065079 -0.072497 0.796156 0.128772 -0.190680 0.070218 -0.195851 -0.013757 0.148147 -0.112282 -0.374187 -0.316993 0.257348 0.253708 0.522206 -0.407131 -0.361405 -0.089690 -0.236358 -0.126358 0.173110 -0.062224 0.127216 0.001283 0.282877 0.343212 -0.170449 -0.295905 -0.221173 0.118614 -0.065279 0.303898 -0.439160 -0.370710 -0.061426 -0.072453 0.129293 -0.735177 -0.142595 -0.304642 0.415174 -0.069736 0.210034 0.111982 0.165953 -0.452727 -0.248361 0.782305 0.175615 -0.267870 -0.056627 -0.279511|0
11289_4|-0.548485 -0.138337 -0.154189 0.178334 -0.315892 0.236628 -0.222006 -0.398421 0.258953 -0.220475 0.181374 0.144096 -0.074636 -0.085450 0.825247 0.128874 -0.198960 0.078855 -0.194783 -0.010700 0.155973 -0.125772 -0.386264 -0.334713 0.266290 0.272994 0.553157 -0.415878 -0.374189 -0.090115 -0.243907 -0.133137 0.168943 -0.067325 0.126289 -0.006984 0.297420 0.363781 -0.169398 -0.317479 -0.236255 0.117697 -0.060309 0.324058 -0.454482 -0.391400 -0.057258 -0.074740 0.145599 -0.766860 -0.136129 -0.317465 0.430145 -0.061086 0.225579 0.110209 0.167870 -0.469440 -0.250389 0.827259 0.188475 -0.289340 -0.064781 -0.276180|1
8734_4|-0.569404 -0.140644 -0.155634 0.191422 -0.324520 0.252160 -0.233457 -0.418245 0.278697 -0.238542 0.186807 0.141894 -0.078777 -0.076252 0.868729 0.137524 -0.212680 0.083276 -0.208425 -0.007311 0.150353 -0.133894 -0.395406 -0.353172 0.284134 0.275534 0.571500 -0.431600 -0.380195 -0.092748 -0.263347 -0.135839 0.184445 -0.065346 0.144818 -0.011606 0.309748 0.380475 -0.175843 -0.330795 -0.237303 0.116565 -0.063335 0.325415 -0.492148 -0.405017 -0.065778 -0.068892 0.143732 -0.806971 -0.155845 -0.340216 0.444008 -0.066170 0.234947 0.124876 0.177065 -0.489167 -0.272650 0.868739 0.190604 -0.300349 -0.069490 -0.288566|1
