6877_104|0.175999 -0.026964 0.061060 -0.428591 -0.610881 0.044372 0.001510 0.044561 0.346019 -0.294691 -0.009440 -0.335056 -0.169959 -0.059698 -0.742416 0.122317 -0.332133 0.486309 0.427881 -0.136669 0.455211 0.202251 -0.419259 0.308599 -0.253767 -0.126073 0.184565 -0.006759 0.191103 -0.294605 0.306540 0.737520 -0.152932 -0.549099 0.363994 0.584647 0.065088 0.178629 0.107951 0.644508 -0.106958 0.274006 -0.241721 0.499389 -0.450311 0.092909 0.203120 -0.141585 0.485042 0.195977 0.417236 0.622861 0.157061 0.164159 0.041552 -0.222564 -0.061886 -0.168257 -0.062644 -0.174214 -0.026632 -0.245525 0.194105 0.340916|1
17743_104|0.153404 -0.014651 0.054035 -0.371408 -0.524877 0.042162 0.006210 0.035779 0.305994 -0.244378 -0.010536 -0.297057 -0.147878 -0.054594 -0.632883 0.105470 -0.282734 0.415742 0.383189 -0.127960 0.397596 0.178469 -0.360360 0.272479 -0.216213 -0.117333 0.164571 -0.011151 0.170128 -0.257422 0.268898 0.645194 -0.128956 -0.471862 0.318174 0.503010 0.043449 0.150148 0.102671 0.553585 -0.088096 0.236039 -0.211675 0.435643 -0.395110 0.080380 0.182217 -0.123912 0.412553 0.164099 0.360196 0.545806 0.136951 0.138624 0.040320 -0.184026 -0.045258 -0.141516 -0.045098 -0.153151 -0.029944 -0.213329 0.159591 0.293078|1
13728_104|0.156815 -0.025663 0.061687 -0.385936 -0.547067 0.039523 -0.004875 0.049309 0.313322 -0.261192 -0.009268 -0.304789 -0.151223 -0.059843 -0.666094 0.105350 -0.298416 0.437872 0.397748 -0.129150 0.418913 0.172450 -0.379402 0.283493 -0.228313 -0.114019 0.168587 -0.019089 0.170801 -0.263231 0.275578 0.675010 -0.138859 -0.493220 0.318486 0.523008 0.053035 0.169734 0.094706 0.587121 -0.084150 0.242711 -0.224046 0.454481 -0.401018 0.075461 0.178170 -0.126265 0.435092 0.181442 0.371022 0.565876 0.139715 0.147460 0.047862 -0.200570 -0.052101 -0.141774 -0.050423 -0.150316 -0.034958 -0.214863 0.172570 0.310515|1
20461_104|0.160575 -0.018246 0.057162 -0.398253 -0.582320 0.051839 0.004206 0.042726 0.335845 -0.276968 -0.003304 -0.320419 -0.168434 -0.059570 -0.696909 0.111143 -0.317500 0.457481 0.407466 -0.122513 0.437580 0.191596 -0.403087 0.294827 -0.227904 -0.118619 0.178429 -0.016833 0.186628 -0.277771 0.288478 0.702335 -0.146685 -0.526201 0.344877 0.553217 0.047564 0.176367 0.111048 0.612349 -0.101295 0.254567 -0.231338 0.484345 -0.425511 0.077646 0.196801 -0.129254 0.448896 0.190057 0.391611 0.589399 0.156256 0.150277 0.039638 -0.214511 -0.050151 -0.147461 -0.062111 -0.162553 -0.020282 -0.229417 0.184856 0.317627|1
2318_104|0.160299 -0.023577 0.066061 -0.404053 -0.564802 0.040280 -0.005147 0.048258 0.326874 -0.265221 -0.010623 -0.312323 -0.161028 -0.073409 -0.697521 0.108230 -0.308992 0.460604 0.405388 -0.132130 0.427999 0.187133 -0.381256 0.281811 -0.230168 -0.120219 0.173089 -0.017349 0.175142 -0.277167 0.281562 0.708506 -0.137658 -0.516937 0.332907 0.536682 0.063350 0.175618 0.100298 0.604217 -0.086829 0.253561 -0.224117 0.480339 -0.416421 0.076220 0.190660 -0.133445 0.452765 0.188227 0.390770 0.587144 0.157846 0.151158 0.043653 -0.197255 -0.052214 -0.145005 -0.050594 -0.159271 -0.035804 -0.232603 0.173785 0.308783|1
11460_104|0.137609 -0.030065 0.055002 -0.366553 -0.531448 0.037999 -0.004207 0.044202 0.292176 -0.245266 -0.006125 -0.291402 -0.144330 -0.050331 -0.636534 0.099940 -0.283458 0.412121 0.372832 -0.121968 0.392763 0.167653 -0.355123 0.266572 -0.213014 -0.107751 0.170916 -0.014225 0.170054 -0.255981 0.264512 0.635696 -0.121268 -0.465174 0.302170 0.491891 0.045686 0.156113 0.089816 0.547006 -0.083482 0.237277 -0.204005 0.434006 -0.383976 0.082599 0.179730 -0.118094 0.414666 0.163899 0.347644 0.535022 0.141024 0.137481 0.047402 -0.184616 -0.046877 -0.140028 -0.047812 -0.149536 -0.017611 -0.199188 0.163403 0.283787|1
18725_104|0.144092 -0.022704 0.060061 -0.361589 -0.513315 0.037858 0.005745 0.043084 0.296162 -0.248467 -0.005530 -0.284727 -0.144127 -0.051626 -0.628042 0.093269 -0.270939 0.407134 0.372133 -0.116219 0.380698 0.163577 -0.343300 0.267246 -0.210318 -0.110578 0.167089 -0.005237 0.169019 -0.259374 0.258622 0.633495 -0.125246 -0.451220 0.306979 0.494197 0.053161 0.152730 0.089316 0.539315 -0.088065 0.230063 -0.202112 0.423970 -0.380091 0.069083 0.174802 -0.113871 0.405734 0.161997 0.340714 0.529323 0.138929 0.130818 0.034992 -0.183066 -0.056075 -0.129532 -0.051790 -0.151314 -0.031471 -0.195717 0.161372 0.285716|1
16059_104|0.147151 -0.029906 0.044224 -0.363659 -0.506412 0.038999 -0.004685 0.044564 0.282357 -0.245428 -0.006264 -0.282048 -0.149836 -0.057081 -0.609295 0.102425 -0.277652 0.406609 0.358321 -0.107531 0.372594 0.158226 -0.352311 0.255159 -0.207728 -0.110893 0.164047 -0.012461 0.168148 -0.253754 0.243348 0.620050 -0.128027 -0.453807 0.294131 0.488354 0.042686 0.150475 0.099794 0.538271 -0.091516 0.227365 -0.200667 0.418579 -0.376787 0.068535 0.162583 -0.117761 0.394556 0.162097 0.347810 0.517067 0.140553 0.133955 0.034103 -0.175780 -0.052046 -0.141583 -0.039484 -0.144685 -0.025167 -0.204162 0.155256 0.289067|1
3168_104|0.148660 -0.018497 0.057816 -0.384143 -0.550729 0.043073 0.005298 0.039308 0.317056 -0.254650 -0.001755 -0.302976 -0.148178 -0.056808 -0.654755 0.106595 -0.288024 0.427137 0.389969 -0.123330 0.407036 0.177499 -0.378218 0.272295 -0.214090 -0.119978 0.169321 -0.003374 0.166283 -0.275391 0.269663 0.671750 -0.127976 -0.487843 0.316719 0.518679 0.050635 0.158167 0.093001 0.567020 -0.096349 0.238936 -0.223451 0.450031 -0.400475 0.070955 0.183642 -0.130184 0.429923 0.183729 0.361308 0.555438 0.144852 0.152383 0.044351 -0.196370 -0.058711 -0.149592 -0.043341 -0.150479 -0.020188 -0.210902 0.166160 0.300556|1
15534_104|0.152350 -0.029752 0.050602 -0.370884 -0.531319 0.048149 -0.000355 0.036041 0.301042 -0.242893 -0.012535 -0.289157 -0.149440 -0.060392 -0.638546 0.092517 -0.287701 0.420265 0.371358 -0.118527 0.390499 0.163035 -0.366496 0.259350 -0.210709 -0.120480 0.168925 -0.016112 0.162718 -0.260146 0.255053 0.650331 -0.133496 -0.469162 0.308969 0.496797 0.043980 0.148704 0.104446 0.552496 -0.085204 0.228902 -0.208216 0.442871 -0.392940 0.080117 0.176627 -0.131064 0.420978 0.176412 0.358452 0.534216 0.148099 0.135243 0.046194 -0.195277 -0.047241 -0.135949 -0.054024 -0.150723 -0.021002 -0.206970 0.159039 0.283502|0
