3958_109|-0.007444 -0.144076 0.155278 0.243288 -0.496316 0.295024 -0.368090 0.082529 -0.242234 -0.389802 -0.159200 -0.080514 0.021435 0.259217 -0.107679 0.364198 0.238123 -0.305236 -0.459705 -0.054613 0.022979 -0.032421 0.061551 -0.292876 -0.149976 -0.513876 0.295282 -0.553319 -0.185846 -0.038342 0.374107 -0.134025 -0.079802 0.481889 0.431331 0.100351 -0.309003 -0.403684 -0.176016 -0.385314 -0.396122 -0.399524 0.174065 -0.355303 -0.078161 0.556833 -0.389172 0.035314 0.353458 0.373968 0.621728 0.143067 0.502221 -0.192548 -0.172863 -0.342700 -0.374966 -0.139405 0.346629 -0.163282 -0.147518 -0.084580 -0.090716 0.255107|0
3168_109|-0.020236 -0.149375 0.147308 0.244081 -0.465866 0.273916 -0.357412 0.073271 -0.229336 -0.359103 -0.137239 -0.090193 0.028458 0.251516 -0.099011 0.337030 0.220184 -0.297087 -0.426977 -0.058966 0.015968 -0.033057 0.064061 -0.274278 -0.140973 -0.478313 0.281476 -0.520329 -0.172182 -0.045261 0.346736 -0.116797 -0.074993 0.449161 0.417416 0.095104 -0.277391 -0.397403 -0.172057 -0.361900 -0.378128 -0.367780 0.170552 -0.323468 -0.063692 0.529836 -0.368775 0.028467 0.327354 0.342507 0.582691 0.139943 0.482722 -0.176268 -0.156275 -0.332317 -0.363572 -0.136716 0.330105 -0.148615 -0.135549 -0.086305 -0.094450 0.247888|1
1425_109|-0.006518 -0.150925 0.148096 0.229997 -0.474085 0.277448 -0.340928 0.069708 -0.225455 -0.363204 -0.150597 -0.077238 0.026673 0.251838 -0.104537 0.345250 0.224708 -0.290817 -0.436748 -0.057117 0.019658 -0.029219 0.070469 -0.266609 -0.153942 -0.485615 0.271420 -0.531775 -0.180996 -0.045125 0.344727 -0.119950 -0.067490 0.459805 0.414582 0.095676 -0.290203 -0.392325 -0.165354 -0.356778 -0.378203 -0.375848 0.162117 -0.328156 -0.069873 0.518253 -0.356608 0.020941 0.338849 0.356477 0.590550 0.136757 0.475854 -0.170853 -0.160821 -0.329258 -0.348952 -0.138672 0.332596 -0.157184 -0.133147 -0.092353 -0.090727 0.247555|1
15534_109|-0.015383 -0.135120 0.152394 0.237602 -0.458338 0.280306 -0.351545 0.075124 -0.222173 -0.355309 -0.135324 -0.084535 0.013005 0.244860 -0.106013 0.339058 0.221353 -0.295213 -0.422322 -0.065251 0.020273 -0.029602 0.061335 -0.266023 -0.139607 -0.481202 0.281742 -0.517178 -0.175112 -0.045680 0.342718 -0.115955 -0.077873 0.446754 0.409396 0.090049 -0.279408 -0.390826 -0.162395 -0.355211 -0.379652 -0.376933 0.161233 -0.323856 -0.060691 0.529137 -0.354609 0.017964 0.336871 0.354498 0.573879 0.129488 0.482385 -0.171001 -0.157850 -0.314993 -0.349923 -0.126205 0.329154 -0.155790 -0.137615 -0.081434 -0.080677 0.244200|0
19951_109|-0.017442 -0.137817 0.150742 0.227342 -0.454859 0.268881 -0.339082 0.072238 -0.219883 -0.345037 -0.131289 -0.080650 0.025758 0.228569 -0.094438 0.325555 0.223318 -0.289413 -0.412724 -0.059627 0.028311 -0.032119 0.066768 -0.258738 -0.146916 -0.454437 0.258842 -0.511428 -0.166491 -0.043514 0.333528 -0.111822 -0.076324 0.433547 0.401291 0.093241 -0.281013 -0.373480 -0.168241 -0.350221 -0.367881 -0.350752 0.162115 -0.316177 -0.073894 0.499583 -0.350518 0.020325 0.311145 0.340427 0.554814 0.125486 0.460170 -0.172567 -0.150424 -0.311776 -0.343137 -0.123953 0.308384 -0.151522 -0.134316 -0.090876 -0.075914 0.231254|1
6144_109|-0.007602 -0.131590 0.146940 0.229456 -0.443791 0.268761 -0.321152 0.071666 -0.210216 -0.350167 -0.129430 -0.085376 0.010326 0.234761 -0.087323 0.323988 0.218336 -0.271881 -0.408086 -0.062278 0.024047 -0.028914 0.060887 -0.254063 -0.146325 -0.457753 0.255467 -0.497089 -0.167699 -0.031637 0.321356 -0.124709 -0.065811 0.426499 0.388253 0.079091 -0.267634 -0.369608 -0.168820 -0.336267 -0.359271 -0.351316 0.152125 -0.309768 -0.065148 0.487969 -0.340249 0.031222 0.317978 0.331610 0.553895 0.129424 0.460835 -0.167985 -0.151570 -0.306319 -0.337414 -0.120376 0.305148 -0.144774 -0.127899 -0.081544 -0.084899 0.219209|1
2760_109|-0.020164 -0.140064 0.151025 0.244091 -0.461019 0.280790 -0.351617 0.072902 -0.222109 -0.363162 -0.148769 -0.086170 0.013039 0.252689 -0.105625 0.343261 0.231710 -0.287085 -0.426472 -0.063710 0.012412 -0.022604 0.070303 -0.268689 -0.148074 -0.480791 0.270333 -0.523372 -0.178389 -0.031091 0.340437 -0.120529 -0.079748 0.455461 0.421402 0.086857 -0.290137 -0.383465 -0.167410 -0.355715 -0.378916 -0.365742 0.169516 -0.337617 -0.072083 0.526542 -0.363662 0.026015 0.325265 0.341901 0.583450 0.133276 0.481644 -0.174168 -0.161942 -0.319075 -0.360061 -0.140281 0.319434 -0.147946 -0.128322 -0.080418 -0.080284 0.251383|1
2034_109|-0.020439 -0.145393 0.138569 0.229803 -0.452177 0.259955 -0.332888 0.065153 -0.224204 -0.354006 -0.148435 -0.069827 0.027485 0.228974 -0.103472 0.333708 0.216973 -0.277271 -0.405799 -0.058383 0.018354 -0.023974 0.067515 -0.255799 -0.146419 -0.458879 0.267101 -0.502229 -0.174819 -0.036947 0.333135 -0.119345 -0.065467 0.435513 0.405969 0.081137 -0.272368 -0.374288 -0.161670 -0.352652 -0.370768 -0.349671 0.148845 -0.319149 -0.073355 0.499794 -0.340349 0.032135 0.325225 0.336535 0.553229 0.125359 0.465240 -0.167109 -0.157596 -0.308292 -0.347835 -0.128779 0.307472 -0.147547 -0.126558 -0.076705 -0.086664 0.236029|1
17743_109|-0.009019 -0.133560 0.135875 0.230294 -0.446830 0.261586 -0.324528 0.072694 -0.203297 -0.344267 -0.128262 -0.088133 0.024385 0.235460 -0.091440 0.320528 0.207566 -0.274205 -0.414838 -0.048166 0.016531 -0.019979 0.064169 -0.257678 -0.138143 -0.462824 0.268133 -0.495326 -0.172771 -0.033831 0.323048 -0.118794 -0.073768 0.429904 0.394411 0.085978 -0.268867 -0.364116 -0.163206 -0.339850 -0.353258 -0.349350 0.161352 -0.303431 -0.073178 0.491474 -0.349973 0.017021 0.317903 0.323335 0.548532 0.121446 0.460925 -0.162584 -0.146272 -0.310307 -0.336866 -0.128481 0.307390 -0.147153 -0.132903 -0.087883 -0.089198 0.231219|0
7468_109|-0.015728 -0.130182 0.139745 0.211429 -0.409859 0.253861 -0.320566 0.058000 -0.204652 -0.320083 -0.126172 -0.078596 0.014583 0.212195 -0.091395 0.305059 0.194667 -0.268803 -0.385703 -0.057690 0.025152 -0.017047 0.063568 -0.242000 -0.125184 -0.428802 0.246831 -0.462529 -0.157003 -0.028187 0.317459 -0.107703 -0.069086 0.398954 0.363925 0.081458 -0.246334 -0.344352 -0.160905 -0.326348 -0.343387 -0.329541 0.144580 -0.292985 -0.055077 0.465623 -0.322012 0.022315 0.303756 0.316011 0.514758 0.125061 0.427280 -0.164812 -0.147404 -0.298390 -0.313867 -0.118452 0.299385 -0.130049 -0.116986 -0.070797 -0.082901 0.221872|0
3636_109|-0.018114 -0.133361 0.148336 0.223322 -0.438487 0.258365 -0.321344 0.061923 -0.207658 -0.334356 -0.129057 -0.073596 0.025590 0.221106 -0.091353 0.321218 0.215500 -0.275479 -0.408055 -0.059402 0.011898 -0.028659 0.060000 -0.244756 -0.139126 -0.456485 0.257960 -0.482909 -0.158550 -0.038261 0.326566 -0.120348 -0.075568 0.418096 0.383031 0.089418 -0.258259 -0.365043 -0.157936 -0.339814 -0.362959 -0.348076 0.160396 -0.312715 -0.057366 0.495029 -0.330162 0.028114 0.311213 0.326650 0.540704 0.128067 0.452172 -0.172929 -0.152582 -0.303073 -0.328954 -0.121807 0.304567 -0.136279 -0.118635 -0.070332 -0.082035 0.231622|0
11157_109|-0.007867 -0.144146 0.150412 0.224862 -0.452158 0.269008 -0.330779 0.077589 -0.212827 -0.353094 -0.147234 -0.075931 0.019924 0.236370 -0.103372 0.334891 0.213868 -0.291448 -0.408471 -0.063332 0.023397 -0.027374 0.056895 -0.264156 -0.146388 -0.471484 0.265658 -0.501197 -0.175349 -0.042292 0.341764 -0.115024 -0.066293 0.437599 0.401644 0.088033 -0.283054 -0.377730 -0.172412 -0.344127 -0.362732 -0.364097 0.162105 -0.311284 -0.063191 0.509115 -0.348727 0.023212 0.318784 0.330349 0.565156 0.127367 0.471580 -0.175896 -0.148866 -0.317852 -0.339563 -0.125363 0.323679 -0.142854 -0.132527 -0.079589 -0.092545 0.227874|1
6138_109|-0.010181 -0.127400 0.146327 0.226063 -0.436256 0.259422 -0.321573 0.073330 -0.211004 -0.343121 -0.137276 -0.071110 0.025339 0.229853 -0.086367 0.323856 0.207876 -0.272909 -0.400288 -0.052315 0.018882 -0.032088 0.059433 -0.257855 -0.136649 -0.456938 0.254505 -0.482743 -0.159069 -0.033844 0.324774 -0.118772 -0.070060 0.423709 0.393281 0.076332 -0.267667 -0.361442 -0.167972 -0.331841 -0.355605 -0.353684 0.146130 -0.298692 -0.062459 0.496831 -0.341498 0.032224 0.313864 0.318375 0.538788 0.121681 0.449563 -0.166782 -0.144522 -0.304424 -0.327347 -0.118932 0.307252 -0.138861 -0.121080 -0.076824 -0.087426 0.231337|1
6877_109|-0.023097 -0.144493 0.153015 0.239058 -0.451798 0.267317 -0.344254 0.076848 -0.219716 -0.354934 -0.139700 -0.089603 0.016634 0.242238 -0.092249 0.342674 0.222365 -0.281242 -0.423731 -0.056872 0.025081 -0.025293 0.064751 -0.259810 -0.141298 -0.475441 0.261739 -0.518056 -0.173841 -0.045667 0.342628 -0.127409 -0.064330 0.443512 0.396480 0.086206 -0.276695 -0.386993 -0.175954 -0.348571 -0.365224 -0.357029 0.170902 -0.320659 -0.065541 0.516931 -0.357763 0.023575 0.325939 0.346524 0.565764 0.131691 0.472633 -0.175269 -0.145685 -0.314170 -0.354730 -0.125598 0.314312 -0.145077 -0.126973 -0.077410 -0.092794 0.240415|1
21419_109|-0.010784 -0.132909 0.131340 0.211414 -0.431918 0.256613 -0.320756 0.073614 -0.201651 -0.329626 -0.124546 -0.074595 0.014476 0.218456 -0.099694 0.321400 0.201536 -0.275226 -0.394937 -0.058143 0.019142 -0.032375 0.056310 -0.252093 -0.143186 -0.449152 0.253313 -0.485475 -0.159584 -0.033593 0.325335 -0.121103 -0.060375 0.412388 0.382093 0.079997 -0.268185 -0.357418 -0.163997 -0.336903 -0.340910 -0.340861 0.157787 -0.303151 -0.064702 0.482972 -0.326005 0.024781 0.300187 0.315856 0.537975 0.125745 0.438740 -0.157339 -0.145911 -0.300743 -0.333706 -0.128400 0.309433 -0.144764 -0.128609 -0.075196 -0.089163 0.218599|1
11460_109|-0.011362 -0.125187 0.131902 0.216536 -0.430065 0.251789 -0.317919 0.062006 -0.205015 -0.332378 -0.132374 -0.076804 0.012781 0.215464 -0.090247 0.312428 0.201292 -0.271819 -0.389886 -0.047174 0.009483 -0.021500 0.060153 -0.249337 -0.132155 -0.436081 0.250766 -0.475869 -0.164182 -0.035344 0.317873 -0.116461 -0.061262 0.401688 0.378760 0.086382 -0.259305 -0.355139 -0.149388 -0.332732 -0.340799 -0.333982 0.148079 -0.301598 -0.066890 0.472421 -0.321388 0.024655 0.303022 0.321024 0.533785 0.116438 0.440401 -0.163936 -0.141278 -0.297149 -0.322384 -0.114895 0.299894 -0.132778 -0.121886 -0.072383 -0.079245 0.212162|1
18725_109|-0.008977 -0.142888 0.142242 0.217952 -0.444542 0.264351 -0.335676 0.068006 -0.218499 -0.341977 -0.142795 -0.072092 0.021245 0.236978 -0.092268 0.324318 0.219660 -0.275266 -0.408626 -0.056769 0.023831 -0.020309 0.058601 -0.252098 -0.141245 -0.452688 0.256772 -0.489915 -0.173732 -0.032237 0.334486 -0.119306 -0.071210 0.430970 0.387371 0.085021 -0.265529 -0.374383 -0.163042 -0.347574 -0.358773 -0.355243 0.161450 -0.319130 -0.060557 0.505994 -0.349160 0.022406 0.315458 0.327564 0.551045 0.121056 0.460133 -0.166441 -0.146022 -0.312075 -0.339040 -0.117984 0.304265 -0.139631 -0.126880 -0.081804 -0.086550 0.233795|1
1884_109|-0.013946 -0.138892 0.141492 0.220061 -0.420551 0.244439 -0.324318 0.066409 -0.194297 -0.333483 -0.129451 -0.070995 0.025747 0.213246 -0.095864 0.317887 0.202259 -0.260186 -0.394881 -0.059658 0.016549 -0.020480 0.061139 -0.250813 -0.140316 -0.438034 0.242823 -0.480548 -0.158847 -0.040312 0.313826 -0.114722 -0.063393 0.409930 0.383461 0.079612 -0.260524 -0.350975 -0.161477 -0.329203 -0.334828 -0.333599 0.147233 -0.299591 -0.062685 0.475863 -0.328983 0.014764 0.308643 0.317711 0.527819 0.125480 0.438273 -0.167206 -0.143296 -0.287773 -0.322470 -0.123202 0.304296 -0.137832 -0.128332 -0.083106 -0.072364 0.227512|0
13728_109|-0.009684 -0.143950 0.151667 0.224677 -0.440598 0.258629 -0.331687 0.068064 -0.211040 -0.348705 -0.132788 -0.082347 0.017886 0.228539 -0.089646 0.340166 0.223114 -0.282571 -0.414638 -0.063240 0.017305 -0.020910 0.063742 -0.255428 -0.136602 -0.464757 0.272305 -0.501839 -0.174650 -0.031020 0.329564 -0.125101 -0.079032 0.429354 0.401922 0.091037 -0.279884 -0.374362 -0.160526 -0.347666 -0.367842 -0.347878 0.161716 -0.320272 -0.069656 0.511560 -0.345913 0.031421 0.324337 0.334705 0.549333 0.132197 0.454265 -0.167971 -0.153654 -0.304390 -0.336605 -0.126082 0.310155 -0.145100 -0.127363 -0.084087 -0.084808 0.233354|1
13658_109|-0.015927 -0.129996 0.132692 0.216964 -0.426698 0.250095 -0.317640 0.066374 -0.204499 -0.333129 -0.134578 -0.077614 0.019877 0.221208 -0.085334 0.316460 0.206431 -0.271183 -0.387125 -0.059437 0.016097 -0.020840 0.063390 -0.241179 -0.131185 -0.439229 0.241915 -0.478379 -0.168834 -0.029813 0.309388 -0.105364 -0.067533 0.411939 0.368566 0.079203 -0.259519 -0.353202 -0.151237 -0.326271 -0.337823 -0.339496 0.154230 -0.294418 -0.059333 0.477883 -0.328448 0.019743 0.299082 0.318884 0.525528 0.120153 0.439065 -0.154196 -0.147042 -0.301265 -0.327890 -0.114640 0.291436 -0.132413 -0.122019 -0.073838 -0.078491 0.210961|1
15827_109|-0.009193 -0.136657 0.137641 0.226805 -0.434754 0.260312 -0.338472 0.072235 -0.217767 -0.343733 -0.130442 -0.070809 0.015036 0.230638 -0.101554 0.318558 0.217848 -0.280719 -0.406792 -0.056989 0.014835 -0.028693 0.053691 -0.260684 -0.134406 -0.460945 0.268072 -0.495390 -0.168941 -0.043667 0.321586 -0.114809 -0.078699 0.428802 0.393854 0.086116 -0.264221 -0.368370 -0.165099 -0.343656 -0.367000 -0.348787 0.148216 -0.301795 -0.062161 0.500009 -0.340316 0.025632 0.306909 0.334791 0.541823 0.125487 0.458211 -0.172529 -0.152620 -0.301882 -0.336623 -0.131530 0.315839 -0.145787 -0.126512 -0.087258 -0.079260 0.232466|0
7065_109|-0.014601 -0.138600 0.148694 0.225734 -0.450878 0.258574 -0.325315 0.063391 -0.214541 -0.344468 -0.131364 -0.075503 0.022701 0.232688 -0.100920 0.337786 0.212691 -0.278795 -0.418499 -0.059357 0.011508 -0.026880 0.061401 -0.266141 -0.139233 -0.463596 0.266882 -0.509426 -0.180654 -0.029728 0.337624 -0.112551 -0.076683 0.433228 0.397261 0.076486 -0.281470 -0.376312 -0.170258 -0.342264 -0.369452 -0.352173 0.168486 -0.309024 -0.057556 0.499841 -0.344423 0.026344 0.328200 0.338170 0.561952 0.128125 0.466434 -0.175868 -0.149721 -0.317570 -0.342135 -0.124268 0.307871 -0.144788 -0.132006 -0.084711 -0.080081 0.235816|1
9598_109|-0.012414 -0.132158 0.151038 0.223901 -0.440655 0.259080 -0.329552 0.070808 -0.208732 -0.348590 -0.139860 -0.074831 0.020597 0.232580 -0.099685 0.332578 0.208254 -0.280107 -0.411442 -0.052019 0.013397 -0.030053 0.063280 -0.259389 -0.143370 -0.464867 0.259340 -0.496711 -0.166324 -0.043454 0.326980 -0.118658 -0.062867 0.424797 0.395302 0.086467 -0.269251 -0.373330 -0.170544 -0.351753 -0.362606 -0.352683 0.149129 -0.304453 -0.074722 0.493765 -0.346361 0.024203 0.311759 0.334571 0.554191 0.122951 0.449945 -0.172782 -0.145789 -0.302694 -0.345805 -0.130328 0.308659 -0.147394 -0.134350 -0.080345 -0.083719 0.237721|1
20461_109|-0.013811 -0.146227 0.138961 0.233152 -0.455839 0.271181 -0.332138 0.069953 -0.211054 -0.351585 -0.142587 -0.086889 0.013742 0.240648 -0.104440 0.339025 0.211466 -0.274521 -0.414677 -0.058843 0.024725 -0.032660 0.061468 -0.255184 -0.142805 -0.469077 0.273957 -0.503544 -0.163767 -0.036019 0.340803 -0.126435 -0.079318 0.440146 0.395977 0.091559 -0.271245 -0.379061 -0.158970 -0.342545 -0.364719 -0.356257 0.154677 -0.320157 -0.060243 0.511479 -0.341980 0.028984 0.327499 0.342784 0.564936 0.124655 0.462412 -0.177256 -0.155697 -0.312773 -0.347168 -0.121969 0.314399 -0.142475 -0.138937 -0.086589 -0.077742 0.227079|1
17695_109|-0.009657 -0.124785 0.127200 0.207511 -0.417752 0.253659 -0.308022 0.064413 -0.207737 -0.319599 -0.128027 -0.074796 0.017474 0.212305 -0.095598 0.299000 0.199765 -0.252965 -0.384351 -0.059765 0.015316 -0.027202 0.054096 -0.243581 -0.130780 -0.422582 0.246920 -0.470169 -0.164903 -0.033407 0.305530 -0.105254 -0.072976 0.408204 0.374303 0.077736 -0.251947 -0.350456 -0.152941 -0.315997 -0.336727 -0.327320 0.137647 -0.296381 -0.067688 0.470531 -0.327515 0.022859 0.289904 0.309713 0.516456 0.121212 0.426768 -0.157666 -0.133116 -0.295515 -0.323500 -0.112502 0.293722 -0.128708 -0.120339 -0.067222 -0.072334 0.217664|0
12721_109|-0.011458 -0.133228 0.147786 0.224059 -0.438572 0.267385 -0.323069 0.069419 -0.212715 -0.341781 -0.134045 -0.074952 0.023569 0.228226 -0.087709 0.321380 0.215557 -0.276704 -0.410164 -0.055851 0.026052 -0.028503 0.065264 -0.244503 -0.141279 -0.454322 0.261076 -0.482249 -0.173341 -0.040668 0.329671 -0.112929 -0.075172 0.428092 0.385132 0.085501 -0.272963 -0.355424 -0.168530 -0.344893 -0.361578 -0.343363 0.158556 -0.300276 -0.070052 0.486287 -0.340212 0.029704 0.313290 0.322456 0.547041 0.131131 0.449435 -0.159483 -0.143040 -0.298200 -0.336197 -0.132120 0.308741 -0.136660 -0.121578 -0.075405 -0.083239 0.233272|0
1753_109|-0.008586 -0.124149 0.127397 0.212311 -0.409264 0.242259 -0.315792 0.068484 -0.198139 -0.317828 -0.128080 -0.079414 0.021088 0.219269 -0.094238 0.306830 0.203307 -0.258066 -0.387317 -0.061380 0.017058 -0.014664 0.048741 -0.238559 -0.136675 -0.425876 0.244169 -0.464404 -0.163561 -0.028569 0.308165 -0.099645 -0.059940 0.406056 0.372904 0.069477 -0.257325 -0.340169 -0.152302 -0.327056 -0.337498 -0.330200 0.137247 -0.288908 -0.060715 0.472667 -0.321323 0.028648 0.290053 0.306362 0.515589 0.113390 0.430625 -0.152200 -0.143080 -0.291395 -0.317018 -0.112135 0.282302 -0.127218 -0.125394 -0.080351 -0.075610 0.220553|0
