15380_74|0.292097 -0.570369 -0.210021 0.210688 0.193714 -0.055032 -0.067960 0.263054 -0.130416 0.123263 0.148559 0.182851 -0.068979 0.221467 0.080971 0.887556 0.004890 0.467500 -0.020080 0.060488 0.278318 -0.101374 0.391457 0.140810 -0.346336 -0.057619 -0.219814 0.154119 -0.845670 -0.045632 -0.419414 -0.144774 0.159018 -0.218729 -0.174085 -0.198532 0.131759 0.493456 0.308464 0.542588 0.645846 0.348473 0.112930 -0.369315 0.295759 -0.204661 -0.337986 -0.137057 0.233900 0.312202 0.202372 -0.008964 0.566529 -0.132416 0.284082 -0.180285 0.172152 -0.066872 -0.525004 0.525198 0.219290 0.099639 -0.078709 0.435488|1
8754_74|0.278242 -0.545376 -0.192510 0.192395 0.178513 -0.051796 -0.054076 0.247920 -0.128849 0.110244 0.149375 0.184277 -0.071287 0.208094 0.088315 0.835968 0.007532 0.445228 -0.026004 0.055126 0.279300 -0.103604 0.371406 0.140274 -0.335427 -0.055403 -0.206019 0.155842 -0.805557 -0.040823 -0.407124 -0.132635 0.147128 -0.207064 -0.166753 -0.186008 0.124050 0.463966 0.281334 0.527480 0.613866 0.330011 0.097423 -0.340131 0.282930 -0.208257 -0.318307 -0.130939 0.228200 0.291129 0.195500 -0.002959 0.544209 -0.134942 0.270753 -0.164580 0.176509 -0.064435 -0.499516 0.510355 0.204573 0.096817 -0.084008 0.409072|0
8533_74|0.278083 -0.542863 -0.199300 0.188886 0.174205 -0.046479 -0.065689 0.243658 -0.129126 0.107473 0.142082 0.178487 -0.068531 0.214502 0.078511 0.845122 -0.000415 0.452350 -0.023404 0.053141 0.267989 -0.095645 0.378795 0.142857 -0.323547 -0.048431 -0.205694 0.150118 -0.803751 -0.042795 -0.408393 -0.137027 0.149487 -0.211247 -0.162973 -0.195019 0.125686 0.468791 0.292174 0.526847 0.612416 0.337590 0.092796 -0.343924 0.290946 -0.207014 -0.328014 -0.124728 0.227633 0.298012 0.190001 -0.000594 0.546597 -0.138018 0.273873 -0.161998 0.170700 -0.054713 -0.510736 0.499709 0.213316 0.107504 -0.083484 0.411379|0
16059_74|0.283378 -0.557308 -0.197952 0.202174 0.181296 -0.051278 -0.060741 0.257739 -0.120589 0.117311 0.153840 0.186844 -0.068238 0.223816 0.080837 0.851865 0.011076 0.456354 -0.015223 0.052363 0.276709 -0.096266 0.376080 0.136395 -0.337450 -0.057789 -0.205347 0.159797 -0.809587 -0.037642 -0.409550 -0.138937 0.155392 -0.203453 -0.159607 -0.200399 0.138222 0.474418 0.294178 0.518213 0.616279 0.331888 0.105888 -0.346510 0.291780 -0.194551 -0.324101 -0.129301 0.214331 0.301930 0.190414 -0.001516 0.547966 -0.135140 0.280423 -0.171053 0.174211 -0.066647 -0.504184 0.505249 0.203744 0.099231 -0.071532 0.419879|1
7425_74|0.265394 -0.522813 -0.194574 0.190605 0.173253 -0.043143 -0.050740 0.241510 -0.120826 0.111410 0.146457 0.164586 -0.059394 0.216057 0.087686 0.814624 0.007047 0.423320 -0.021215 0.057273 0.264073 -0.099537 0.353133 0.137328 -0.323960 -0.043928 -0.204520 0.141105 -0.776448 -0.035004 -0.392032 -0.126843 0.148351 -0.206988 -0.159164 -0.181649 0.118079 0.445514 0.276457 0.503632 0.597504 0.317295 0.103400 -0.342100 0.268689 -0.186270 -0.303591 -0.135223 0.206619 0.292809 0.190911 -0.006875 0.523772 -0.132253 0.263211 -0.165980 0.161959 -0.063935 -0.496696 0.478247 0.192993 0.102161 -0.077922 0.391329|0
14875_74|0.278742 -0.547245 -0.187334 0.197974 0.185770 -0.048929 -0.063385 0.254016 -0.121017 0.106355 0.145132 0.173558 -0.060095 0.209698 0.092670 0.843943 0.008289 0.435247 -0.019271 0.056805 0.272014 -0.093030 0.380628 0.142481 -0.333699 -0.052062 -0.213564 0.156998 -0.799255 -0.043726 -0.409893 -0.137486 0.147082 -0.198945 -0.160278 -0.189568 0.122395 0.459357 0.277520 0.523969 0.606163 0.329099 0.101871 -0.343072 0.280366 -0.196714 -0.313523 -0.140916 0.224332 0.299462 0.193566 -0.002333 0.539143 -0.138925 0.280267 -0.165401 0.171994 -0.069270 -0.506883 0.492854 0.206233 0.108726 -0.082412 0.403132|0
6144_74|0.273270 -0.548604 -0.193454 0.201701 0.170721 -0.046368 -0.058071 0.249649 -0.123434 0.108596 0.149164 0.177409 -0.075285 0.213930 0.075197 0.841562 0.009860 0.448164 -0.018422 0.050885 0.264131 -0.095114 0.367976 0.129685 -0.329409 -0.055896 -0.219843 0.142019 -0.800663 -0.045002 -0.409751 -0.125161 0.147448 -0.214004 -0.168146 -0.196549 0.131088 0.460717 0.295308 0.524135 0.609386 0.336863 0.104120 -0.340329 0.282732 -0.205785 -0.317078 -0.137560 0.219473 0.302315 0.190868 -0.012984 0.534788 -0.137326 0.267284 -0.160875 0.172870 -0.067052 -0.502850 0.495680 0.205587 0.107706 -0.080281 0.409979|0
5267_74|0.278601 -0.548401 -0.201583 0.202607 0.183361 -0.056875 -0.069237 0.247436 -0.116688 0.121184 0.155248 0.182212 -0.074115 0.222734 0.081350 0.847498 0.000543 0.456003 -0.019742 0.059965 0.276660 -0.092027 0.375977 0.142610 -0.329538 -0.058951 -0.217370 0.148309 -0.815336 -0.036684 -0.405273 -0.129203 0.145445 -0.206424 -0.166131 -0.193432 0.134352 0.465472 0.282433 0.527625 0.609533 0.326353 0.107347 -0.348473 0.279552 -0.198359 -0.319406 -0.130009 0.213629 0.293526 0.192059 -0.007270 0.549467 -0.130660 0.274842 -0.168398 0.173557 -0.057116 -0.503573 0.511716 0.204317 0.109885 -0.078256 0.413901|1
18220_74|0.275141 -0.560050 -0.196465 0.196108 0.179064 -0.047652 -0.059891 0.255581 -0.130869 0.110871 0.143922 0.185782 -0.067324 0.224256 0.093732 0.859051 0.000605 0.456822 -0.024402 0.056619 0.272031 -0.097226 0.392404 0.146984 -0.345092 -0.059257 -0.220659 0.157601 -0.834638 -0.042950 -0.418603 -0.136096 0.159868 -0.205470 -0.167388 -0.203646 0.139944 0.480832 0.297753 0.536388 0.630133 0.340248 0.107263 -0.358081 0.288560 -0.210181 -0.338067 -0.139425 0.220595 0.298111 0.193450 -0.015063 0.559026 -0.137824 0.292213 -0.173399 0.168184 -0.056555 -0.525222 0.516019 0.211200 0.112506 -0.080738 0.420073|1
13372_74|0.285760 -0.558078 -0.193996 0.193598 0.184235 -0.046355 -0.062454 0.255424 -0.122809 0.113110 0.147108 0.172843 -0.072945 0.213045 0.085722 0.848637 -0.001423 0.446744 -0.014932 0.060229 0.281259 -0.088337 0.379158 0.135394 -0.324583 -0.055992 -0.211092 0.148017 -0.821618 -0.045556 -0.415737 -0.135963 0.153861 -0.209498 -0.166489 -0.202243 0.126415 0.471864 0.296893 0.526284 0.620215 0.340089 0.100297 -0.355513 0.295800 -0.195337 -0.330452 -0.132263 0.230832 0.302052 0.192499 -0.005193 0.546123 -0.140140 0.285471 -0.169774 0.172610 -0.060385 -0.503909 0.509742 0.217140 0.096119 -0.073251 0.412353|0
