1344|-0.187226 0.063296 0.023034 -0.127798 -0.444562 0.135954 -0.114888 -0.306927 -0.179334 0.191383 -0.281233 0.019157 -0.120469 0.029025 0.084500 0.056386 -0.634378 0.055957 0.249020 -0.011656 -0.316729 0.132702 0.484940 0.088145 -0.560803 -0.188079 -0.245870 -0.191229 0.327661 0.487753 0.481340 -0.049944 -0.446821 -0.183626 -0.214350 0.135161 -0.192280 -0.195751 0.038487 0.148216 -0.147292 0.053277 -0.224066 0.057490 0.142068 0.357959 -0.219540 -0.375366 0.055768 -0.219608 -0.090962 0.070294 -0.097355 0.152510 -0.063642 -0.059566 -0.069293 -0.047004 -0.197071 -0.267219 -0.279662 0.038947 -0.274182 0.191684|0|4
1351|-0.169082 0.058951 0.033462 -0.127182 -0.439774 0.126841 -0.108912 -0.307092 -0.173285 0.187115 -0.273725 0.017488 -0.112898 0.040921 0.082044 0.049904 -0.610983 0.057794 0.251703 -0.011198 -0.304922 0.134810 0.474394 0.090873 -0.537757 -0.193250 -0.246353 -0.200926 0.326405 0.477419 0.461835 -0.057943 -0.434087 -0.185440 -0.201256 0.120232 -0.187107 -0.191306 0.031118 0.141665 -0.144511 0.059010 -0.227677 0.052149 0.126966 0.358791 -0.212025 -0.361908 0.058883 -0.218335 -0.087408 0.080081 -0.101883 0.150492 -0.066227 -0.058520 -0.058055 -0.046570 -0.185771 -0.269563 -0.281913 0.025574 -0.271996 0.194210|0|4
1317|-0.186166 0.072195 0.034667 -0.124049 -0.447775 0.134752 -0.114047 -0.310887 -0.179817 0.184804 -0.273517 0.009232 -0.117774 0.032434 0.080143 0.045768 -0.629206 0.054465 0.249929 -0.019511 -0.314490 0.138793 0.488297 0.086375 -0.560302 -0.183251 -0.245778 -0.192725 0.325988 0.488815 0.481508 -0.060818 -0.452025 -0.183085 -0.210240 0.125492 -0.185023 -0.195506 0.038053 0.154034 -0.137941 0.055337 -0.229951 0.049104 0.134040 0.366532 -0.217555 -0.371527 0.057812 -0.217968 -0.090266 0.080434 -0.097485 0.155402 -0.071707 -0.059344 -0.065798 -0.048745 -0.189457 -0.274765 -0.278328 0.038681 -0.279034 0.193460|0|4
1538|-0.168126 0.065917 0.019316 -0.111235 -0.402876 0.127732 -0.095015 -0.276756 -0.157781 0.172789 -0.240030 0.013280 -0.107656 0.025342 0.074091 0.045268 -0.571852 0.053081 0.222364 -0.010703 -0.279859 0.122408 0.442452 0.078174 -0.501547 -0.173479 -0.216562 -0.174741 0.299467 0.432614 0.432307 -0.056085 -0.407697 -0.156040 -0.185906 0.120957 -0.178838 -0.180593 0.019860 0.130648 -0.131122 0.053052 -0.200891 0.059050 0.125987 0.326016 -0.189887 -0.337348 0.065228 -0.192800 -0.081275 0.071428 -0.089272 0.146971 -0.053947 -0.044594 -0.055540 -0.040365 -0.176581 -0.241042 -0.254825 0.024873 -0.241652 0.168204|0|4
1398|-0.169901 0.063482 0.025323 -0.109433 -0.411607 0.124587 -0.109062 -0.294145 -0.163365 0.171803 -0.258109 0.008820 -0.108198 0.032981 0.081789 0.038501 -0.583841 0.047028 0.235523 -0.023466 -0.276648 0.117403 0.451804 0.078129 -0.515293 -0.182895 -0.224940 -0.191371 0.311870 0.447748 0.431626 -0.045856 -0.411491 -0.171261 -0.187830 0.112520 -0.186067 -0.186405 0.030116 0.133798 -0.135238 0.056016 -0.203438 0.050414 0.133253 0.331145 -0.186145 -0.334534 0.052770 -0.196631 -0.083123 0.065506 -0.093517 0.145448 -0.057813 -0.043290 -0.058619 -0.047639 -0.178809 -0.253433 -0.258059 0.021979 -0.258538 0.178484|0|4
1599|-0.147801 0.048609 0.022360 -0.102390 -0.384924 0.110138 -0.096534 -0.262018 -0.156523 0.163747 -0.240354 0.013281 -0.099211 0.021334 0.068750 0.034780 -0.531902 0.049171 0.218768 -0.010622 -0.264099 0.108603 0.413570 0.072663 -0.469721 -0.154144 -0.203390 -0.164961 0.280849 0.410278 0.411037 -0.041143 -0.379079 -0.158198 -0.171981 0.111410 -0.171367 -0.171721 0.029490 0.131195 -0.117458 0.046497 -0.191686 0.051845 0.110754 0.311106 -0.174196 -0.319457 0.061554 -0.179900 -0.073470 0.057859 -0.087144 0.130625 -0.057963 -0.046892 -0.057244 -0.039399 -0.159076 -0.239320 -0.242423 0.034150 -0.227317 0.170518|0|4
1118|-0.168684 0.051900 0.031446 -0.108974 -0.392976 0.128823 -0.108130 -0.285756 -0.157636 0.168980 -0.244457 0.007966 -0.103408 0.026982 0.072711 0.037003 -0.561015 0.061946 0.223033 -0.016051 -0.284177 0.121144 0.438639 0.088066 -0.498961 -0.177395 -0.212962 -0.182774 0.296798 0.443586 0.423618 -0.049116 -0.400944 -0.168247 -0.182094 0.111771 -0.170736 -0.178920 0.032355 0.134221 -0.133352 0.051726 -0.200210 0.056204 0.126198 0.324881 -0.185795 -0.325973 0.055734 -0.188042 -0.089313 0.063953 -0.089802 0.141194 -0.059607 -0.044845 -0.064354 -0.049416 -0.167188 -0.240519 -0.259504 0.022437 -0.251162 0.170131|0|4
930|-0.169896 0.066862 0.016490 -0.122752 -0.410969 0.134875 -0.105279 -0.280962 -0.165097 0.176303 -0.254819 0.017931 -0.107380 0.027429 0.078063 0.043549 -0.577279 0.054711 0.233937 -0.024239 -0.289808 0.120198 0.448628 0.080761 -0.512326 -0.175584 -0.220863 -0.188020 0.306602 0.451445 0.437879 -0.056247 -0.409986 -0.169206 -0.191512 0.108700 -0.174367 -0.179383 0.023495 0.147488 -0.133879 0.051090 -0.212943 0.057320 0.124752 0.335655 -0.196152 -0.338500 0.054473 -0.205642 -0.078820 0.062292 -0.089648 0.139096 -0.056055 -0.056034 -0.057779 -0.055347 -0.174574 -0.257304 -0.254226 0.026244 -0.258519 0.173935|0|4
2276|-0.142904 0.051594 0.016960 -0.108454 -0.367373 0.117583 -0.094537 -0.252367 -0.156610 0.161709 -0.233580 0.004389 -0.092853 0.027305 0.072872 0.041831 -0.530640 0.054859 0.215890 -0.015597 -0.263158 0.113320 0.404515 0.078639 -0.461753 -0.161441 -0.196686 -0.164614 0.283299 0.409911 0.395135 -0.045353 -0.371417 -0.151626 -0.175222 0.109137 -0.156628 -0.167844 0.022200 0.130995 -0.115205 0.056609 -0.192262 0.054023 0.121660 0.300223 -0.169722 -0.311693 0.053413 -0.182280 -0.069708 0.055821 -0.083808 0.122713 -0.051569 -0.041301 -0.056391 -0.048547 -0.163679 -0.227355 -0.235038 0.026668 -0.229641 0.156825|0|4
1090|-0.140876 0.044085 0.026056 -0.103307 -0.329521 0.105647 -0.079884 -0.228879 -0.135593 0.135372 -0.207311 0.018078 -0.077119 0.030318 0.062257 0.040372 -0.480660 0.044825 0.191512 -0.013721 -0.234721 0.091536 0.368695 0.061855 -0.416057 -0.136237 -0.186131 -0.141288 0.244509 0.369514 0.360888 -0.046357 -0.343998 -0.137759 -0.154033 0.091833 -0.139282 -0.141634 0.018931 0.116376 -0.100922 0.050827 -0.164678 0.049791 0.098720 0.271999 -0.159979 -0.274760 0.045772 -0.162708 -0.069224 0.051016 -0.071888 0.119116 -0.053807 -0.049125 -0.056410 -0.046416 -0.143773 -0.199144 -0.218455 0.026496 -0.212576 0.141692|0|4
2183|-0.152907 0.054098 0.016196 -0.105641 -0.371252 0.117046 -0.095663 -0.270392 -0.150407 0.162643 -0.231198 0.010003 -0.096085 0.033599 0.077916 0.046249 -0.526034 0.045758 0.214635 -0.015038 -0.254395 0.105383 0.418583 0.072909 -0.471427 -0.155057 -0.211914 -0.174403 0.286090 0.409574 0.400056 -0.051956 -0.379156 -0.153622 -0.178829 0.113752 -0.164937 -0.165512 0.033901 0.132181 -0.117960 0.045718 -0.193087 0.044237 0.114927 0.303953 -0.184756 -0.310451 0.051307 -0.185087 -0.075692 0.063532 -0.077575 0.125408 -0.057324 -0.049953 -0.057796 -0.046857 -0.166636 -0.228051 -0.234305 0.025083 -0.233667 0.159930|0|4
1872|-0.125877 0.044487 0.022310 -0.086954 -0.316757 0.096227 -0.075141 -0.214963 -0.131174 0.136167 -0.200071 0.003980 -0.079144 0.027632 0.061596 0.030727 -0.440410 0.043515 0.174184 -0.009666 -0.211909 0.095682 0.340197 0.055179 -0.381966 -0.131266 -0.168287 -0.132052 0.228388 0.336022 0.328648 -0.035416 -0.305553 -0.131364 -0.136454 0.084824 -0.135540 -0.138958 0.019585 0.099212 -0.100009 0.037175 -0.159968 0.046304 0.102496 0.254297 -0.142644 -0.262646 0.047729 -0.150835 -0.070817 0.044078 -0.068462 0.113653 -0.043849 -0.045794 -0.038000 -0.038366 -0.137826 -0.192063 -0.199625 0.018292 -0.197906 0.142393|0|4
2212|-0.138123 0.059245 0.021903 -0.105014 -0.356683 0.102426 -0.093347 -0.245075 -0.143569 0.152196 -0.213023 0.016190 -0.091781 0.031561 0.060225 0.035694 -0.500553 0.040025 0.198595 -0.014123 -0.243293 0.104078 0.390722 0.076121 -0.444913 -0.158397 -0.194463 -0.159600 0.272353 0.385833 0.385430 -0.048133 -0.352272 -0.147287 -0.168837 0.110533 -0.152501 -0.154179 0.018690 0.115197 -0.119452 0.052414 -0.178925 0.038963 0.110684 0.290132 -0.167428 -0.291043 0.050794 -0.164396 -0.071316 0.053311 -0.079095 0.120458 -0.057270 -0.039193 -0.045935 -0.040144 -0.143153 -0.222762 -0.228981 0.031004 -0.223379 0.154291|0|4
1188|-0.145038 0.050544 0.022618 -0.107648 -0.361737 0.108910 -0.092229 -0.255551 -0.145213 0.154244 -0.224725 0.010530 -0.097699 0.019405 0.079005 0.042360 -0.526922 0.048093 0.215202 -0.008596 -0.258579 0.112282 0.401170 0.078162 -0.452088 -0.163836 -0.194310 -0.162503 0.273213 0.399061 0.389694 -0.045643 -0.366790 -0.154073 -0.162103 0.105447 -0.163615 -0.161750 0.019161 0.123958 -0.123190 0.056486 -0.188366 0.045896 0.109329 0.299953 -0.167780 -0.312687 0.055474 -0.179982 -0.070840 0.065082 -0.088380 0.131450 -0.060529 -0.045513 -0.054274 -0.045247 -0.159916 -0.219977 -0.230106 0.023840 -0.229080 0.160208|0|4
